galactic year,galaxy,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",y,make_code
1011030,Hercules Dwarf,1.0811080666396575,82.11847653565748,30076.458562332846,0.8320377432462122,18.68038470211141,14.053559137453776,0.8826761451423579,1.078958162579268,120.96147442879277,0.03827040659356884,70
1011030,Horologium II,0.8254785365381736,63.06027163931715,21500.37661998304,0.6507780870080297,11.42166509111284,3.131735314625872,0.5730113591460891,0.4531418489834989,249.12490042870357,0.029598382711092275,73
1011030,Camelopardalis B,1.038620868623759,83.67683758918342,41529.014592905296,0.9826736064740272,19.043408716102828,9.361325140528576,0.8817039489399856,0.8785074084810108,108.91468672218978,0.0519504427336166,33
1011030,NGC 147 (DDO 3),0.8299743777949271,71.31999527368279,25865.30468533416,0.674766984648691,14.837115943422836,9.739385019885454,0.6857966893130677,0.7491629283454918,196.90693681729752,0.03187800306472599,110
1011030,Sextans B (UGC 5373),0.8474355163080451,71.65265492255449,18087.85508651529,0.6539318136020308,15.498740256617381,7.442934394009669,0.7348659281111007,0.6683848697439192,199.57858782656442,0.05436535564201861,148
1011030,ESO 410-G005,1.0396763700402505,87.73918890836416,31331.044829476006,0.7529915058831869,16.94105380656147,12.634690317970884,0.8803258063412521,0.8330195051355491,158.66262189358872,0.0651416869609891,59
1011030,Boötes II,1.0280485679586917,95.55136441647043,37585.20793361076,0.9094650226637808,17.641969243044226,12.934133942610865,1.0516165011824985,0.9298918650636756,84.76348030003105,0.07275388678950923,30
1011030,ESO 321-014[70],0.9909993879195842,81.13652693149696,34518.72306470198,0.8912093388024633,17.997073538605413,11.88067591400424,0.9264857450746178,0.849683681109899,104.99363204319476,0.058246388405007836,56
1011030,Andromeda XXIV,0.7224505052625835,67.01629949414014,22849.18308464988,0.6708893831936134,12.621486969805524,6.69776883735404,0.4880808543891872,0.7220672766465788,241.76853679925537,0.031476525286453394,17
1011030,Pisces IV (Andromeda XIV),0.9358039365914412,78.44107258948245,25260.063918652515,0.681303256804505,15.240632998054545,13.377252812142205,0.8534047865428943,0.6990573037082636,212.5573670404143,0.05727423073617077,137
1011030,IC 10 (UGC 192),1.0838412193354725,87.11793920912575,51963.96787275499,0.9523763324886404,21.474229753888867,18.58808328133162,1.0795147466198771,1.1934575370426899,21.661026148807192,0.2612715160062916,76
1011030,NGC 1569 (UGC 3056),0.8742325418620878,70.29206479439404,30897.870232972582,0.5625876800589134,14.85662434530293,10.943738719286804,0.7290234337618621,0.6911656022623266,187.75053653867084,0.03055308036134285,111
1011030,KKh 98,0.8735650308715779,80.24833796095696,19593.589484959542,0.872201171113278,14.422230856338198,13.130396396724947,0.7776644581900213,0.8297438341873421,171.2844170279608,0.04710208003040839,92
1011030,Sagittarius Dwarf Sphr SagDEG,0.9766309816882592,85.0919165824419,34884.17752557933,0.9228868623953208,20.308355275958377,14.36568466208626,1.0021919307328655,1.0730938346082153,98.57737904425088,0.06785612064818748,142
1011030,Pegasus III,0.7203691513885597,67.03514725984316,35699.561080473875,0.967975228927231,11.230023296719203,8.403521142447449,0.8020310444572522,0.5635364917121766,163.58201190840452,0.024167632829951047,128
1011030,NGC 5206,0.7028899372027441,60.88061354684052,9722.218081607758,0.6805222465921558,15.108980520004422,8.177267808041696,0.7097939041331435,0.6715074949896774,169.08071353809748,0.0322220264245775,123
1011030,Triangulum Galaxy (M33),0.9790854096547896,82.06557406023825,32523.216565881517,0.8491296938367764,16.62159876390362,8.709459086714013,0.8630014068174066,0.8734775970204456,159.08522269287988,0.03426367114303508,151
1011030,Tucana III,1.028159707911512,85.5322036110592,35150.066280078085,0.9037408697014504,14.901504222944805,10.703554035016957,0.950680917072393,0.7671999785415656,150.44632161095598,0.054087541609062366,155
1011030,Andromeda XXVIII,0.8557152482448804,82.92445240892584,47550.044865019816,0.9646790972638776,18.89785020455405,15.724131750724444,1.0335493085419545,0.99760835609678,122.99161157104679,0.09732695770102097,22
1011030,Cassiopeia III (Andromeda XXXII),0.9749860892893684,87.33279194244572,27410.0310991308,0.9199699003412176,16.245641708561422,12.68217170546983,0.9682737903331984,0.9371185447861508,146.75724875788538,0.053742417629322865,42
1011030,KUG 1210+301B (KK98 127),0.8655473650793201,77.16337227143559,16473.179889875555,0.5975505452484557,13.960754038477775,5.302519897920318,0.6950787387606465,0.6232807711744573,186.39355194655246,0.036802327647812,94
1011030,UGC 4483,0.7430450848939679,72.9775353194378,7098.7457896355445,0.584525925578833,14.497926937338526,9.876490127241736,0.6228392283101964,0.5943683676197866,229.74585639152875,0.03156731522315258,157
1011030,Andromeda XXII[57],0.9860766166378596,85.12024506466199,42883.57075018313,0.8698399758729944,19.58407145560529,15.204899817173496,0.9141708493982152,0.7611575101805329,123.01632251322548,0.0690442738728212,16
1011030,NGC 404,0.9715820736013596,81.28289502562652,25543.182442037207,0.8954847072170735,17.2200356885718,12.934627429497946,0.8816969162454082,1.0077387919573615,124.4984574393828,0.06537172991951268,119
1011030,Cetus Dwarf,1.086554020471132,95.39882777664131,54534.55150471264,1.0505169015903375,21.788312109954614,14.231174908556714,1.0250749257552825,1.0920625223329925,74.67517097565295,0.5504836830750172,43
1011030,"Holmberg II (DDO 50, UGC 4305)",0.9733851869414626,83.9539553438362,73954.69451312741,1.1615182472461114,14.097535647702415,14.46659573124671,0.9712156984622792,0.7685215178678428,91.4463176690625,0.04187979691854227,71
1011030,Andromeda XXIII,0.8397469265994291,78.00178245928082,23555.88484754067,0.8496285490688418,17.062234952396118,10.85208650989475,0.7836845468725522,0.7044595394967882,148.44664298572866,0.04975606659222853,15
1011030,UGC 9128 (DDO 187),1.0320101264940362,89.13201035538565,30997.759864175518,0.8878338903449462,16.512996860690087,12.31272736357584,0.9635062863993076,0.8444735285226497,123.69509575772308,0.05217020812815898,163
1011030,DDO 99 (UGC 6817),0.9220790653079024,82.31266012470718,41383.728886467215,0.9791669202722943,18.52452140863379,13.305983803908413,1.0129053724745327,0.8974259097146025,93.61793597480928,0.07279372190293876,48
